Water body name,Water body description,Water body type,Year added to List,Basin,AUID,Use Class,County,HUC 8,Watershed name,Partial tribal designation,Affected designated use,Pollutant or stressor,TMDL target completion year,EPA category,Mercury TMDL region,Year TMDL plan approved,TMDL ID,AUID previously listed,Changes since last List
Dog,Lake or Reservoir,Lake,2020,"Upper Mississippi River, Upper Portion",86-0178-00,"2B, 3C",Wright,07010204,North Fork Crow River,,Aquatic Recreation,Nutrients,2021,5,,,,,
Donovan (main bay),Lake or Reservoir,Lake,2010,"Upper Mississippi River, Upper Portion",05-0004-02,"2B, 3C",Benton,07010203,Mississippi River - St. Cloud,,Aquatic Recreation,Nutrients,,4A,,2015,PRJ07134-002,,
Dunns,Lake or Reservoir,Lake,2002,"Upper Mississippi River, Upper Portion",47-0082-00,"2B, 3C",Meeker,07010204,North Fork Crow River,,Aquatic Recreation,Nutrients,,4A,,2015,PRJ07722-001,,
Dutch,Lake or Reservoir,Lake,2010,"Upper Mississippi River, Upper Portion",27-0181-00,"2B, 3C",Hennepin,07010206,Mississippi River - Twin Cities,,Aquatic Recreation,Nutrients,,4A,,2014,PRJ07791-001,,
Dutch,Lake or Reservoir,Lake,2020,"Upper Mississippi River, Upper Portion",86-0184-00,"2B, 3C",Wright,07010204,North Fork Crow River,,Aquatic Life,Fish bioassessments,2021,5,,,,,
Dutch,Lake or Reservoir,Lake,2010,"Upper Mississippi River, Upper Portion",86-0184-00,"2B, 3C",Wright,07010204,North Fork Crow River,,Aquatic Recreation,Nutrients,,4A,,2015,PRJ07722-001,,
Eagle,Lake or Reservoir,Lake,1998,"Upper Mississippi River, Upper Portion",09-0057-00,"2B, 3C",Carlton,07010103,Mississippi River - Grand Rapids,,Aquatic Consumption,Mercury in fish tissue,,4A,NE,2007,PRJ07770-001,,
Eagle,Lake or Reservoir,Lake,2002,"Upper Mississippi River, Upper Portion",09-0057-00,"2B, 3C",Carlton,07010103,Mississippi River - Grand Rapids,,Aquatic Recreation,Nutrients,,4A,,2019,PRJ07675-001,,
Eagle,Lake or Reservoir,Lake,2006,"Upper Mississippi River, Upper Portion",10-0121-00,"2B, 3C",Carver,07010205,South Fork Crow River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2008,PRJ07770-001,,
Eagle,Lake or Reservoir,Lake,2002,"Upper Mississippi River, Upper Portion",10-0121-00,"2B, 3C",Carver,07010205,South Fork Crow River,,Aquatic Recreation,Nutrients,,4A,,2010,PRJ07688-003,,
Eagle,Lake or Reservoir,Lake,1998,"Upper Mississippi River, Upper Portion",27-0111-01,"2B, 3C",Hennepin,07010206,Mississippi River - Twin Cities,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2007,PRJ07770-001,,
Eagle,Lake or Reservoir,Lake,2008,"Upper Mississippi River, Upper Portion",27-0111-01,"2B, 3C",Hennepin,07010206,Mississippi River - Twin Cities,,Aquatic Recreation,Nutrients,,4A,,2010,PRJ07706-005,,
Eagle,Lake or Reservoir,Lake,2014,"Upper Mississippi River, Upper Portion",29-0256-00,"2B, 3C",Hubbard,07010106,Crow Wing River,,Aquatic Consumption,Mercury in fish tissue,,4A,NE,2014,PRJ07770-001,,
Eagle Creek,Headwaters to Long Prairie R,Stream,2014,"Upper Mississippi River, Upper Portion",07010108-507,"2Bg, 3C",Todd,07010108,Long Prairie River,,Aquatic Recreation,Escherichia coli (E.coli),,4A,,2017,PRJ07662-001,,
East Auburn,Lake or Reservoir,Lake,2010,"Upper Mississippi River, Upper Portion",10-0044-02,"2B, 3C",Carver,07010206,Mississippi River - Twin Cities,,Aquatic Recreation,Nutrients,,4A,,2014,PRJ07791-001,,
East Crooked,Lake or Reservoir,Lake,2010,"Upper Mississippi River, Upper Portion",29-0101-01,"2B, 3C",Hubbard,07010106,Crow Wing River,,Aquatic Consumption,Mercury in fish tissue,2023,5,NE,,,,
East Hunter,Lake or Reservoir,Lake,2016,"Upper Mississippi River, Upper Portion",71-0023-00,"2B, 3C",Sherburne,07010207,Rum River,,Aquatic Recreation,Nutrients,,4A,,2017,PRJ07625-001,,
East Lake Sylvia,Lake or Reservoir,Lake,1998,"Upper Mississippi River, Upper Portion",86-0289-00,"2B, 3C",Wright,07010204,North Fork Crow River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2008,PRJ07770-001,,
East Leaf,Lake or Reservoir,Lake,2012,"Upper Mississippi River, Upper Portion",56-0116-02,"2B, 3C",Otter Tail,07010107,Redeye River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2013,PRJ07770-001,,
East Moore,Lake or Reservoir,Lake,2002,"Upper Mississippi River, Upper Portion",02-0075-01,"2B, 3C",Anoka,07010206,Mississippi River - Twin Cities,,Aquatic Recreation,Nutrients,,4A,,2015,PRJ07696-001,,
East Sarah,Lake or Reservoir,Lake,1998,"Upper Mississippi River, Upper Portion",27-0191-02,"2B, 3C",Hennepin,07010204,North Fork Crow River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2007,PRJ07770-001,,
East Sarah,Lake or Reservoir,Lake,2020,"Upper Mississippi River, Upper Portion",27-0191-02,"2B, 3C",Hennepin,07010204,North Fork Crow River,,Aquatic Life,Fish bioassessments,2021,5,,,,,
East Sarah,Lake or Reservoir,Lake,2006,"Upper Mississippi River, Upper Portion",27-0191-02,"2B, 3C",Hennepin,07010204,North Fork Crow River,,Aquatic Recreation,Nutrients,,4A,,2011,PRJ06172-001,,
East Twin,Lake or Reservoir,Lake,2008,"Upper Mississippi River, Upper Portion",02-0133-00,"2B, 3C",Anoka,07010207,Rum River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2008,PRJ07770-001,,
East Twin,Lake or Reservoir,Lake,2020,"Upper Mississippi River, Upper Portion",18-0407-00,"2B, 3C",Crow Wing,07010106,Crow Wing River,,Aquatic Consumption,Mercury in fish tissue,,4A,NE,,PRJ07770-001,,
East Vadnais,Lake or Reservoir,Lake,1998,"Upper Mississippi River, Upper Portion",62-0038-01,"1C, 2Bd, 3C",Ramsey,07010206,Mississippi River - Twin Cities,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2008,PRJ07770-001,,
Echo,Lake or Reservoir,Lake,2014,"Upper Mississippi River, Upper Portion",21-0157-00,"2B, 3C",Douglas,07010108,Long Prairie River,,Aquatic Recreation,Nutrients,,4A,,2017,PRJ07662-001,,
Eden,Lake or Reservoir,Lake,2016,"Upper Mississippi River, Upper Portion",73-0150-00,"2B, 3C",Stearns,07010202,Sauk River,,Aquatic Consumption,Mercury in fish tissue,2029,5,SW,,,,
Eden,Lake or Reservoir,Lake,2010,"Upper Mississippi River, Upper Portion",73-0150-00,"2B, 3C",Stearns,07010202,Sauk River,,Aquatic Recreation,Nutrients,2022,5,,,,,
Eden Lake Outlet,Headwaters (Eden Lk 73-0150-00) to Browns Lk,Stream,2012,"Upper Mississippi River, Upper Portion",07010202-545,"2Bg, 3C",Stearns,07010202,Sauk River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2022,5,,,,,
Eden Lake Outlet,Headwaters (Eden Lk 73-0150-00) to Browns Lk,Stream,2010,"Upper Mississippi River, Upper Portion",07010202-545,"2Bg, 3C",Stearns,07010202,Sauk River,,Aquatic Life,Dissolved oxygen,2022,5,,,,,
Eden Lake Outlet,Headwaters (Eden Lk 73-0150-00) to Browns Lk,Stream,2012,"Upper Mississippi River, Upper Portion",07010202-545,"2Bg, 3C",Stearns,07010202,Sauk River,,Aquatic Life,Fish bioassessments,2022,5,,,,,
Eden Lake Outlet,Headwaters (Eden Lk 73-0150-00) to Browns Lk,Stream,2012,"Upper Mississippi River, Upper Portion",07010202-545,"2Bg, 3C",Stearns,07010202,Sauk River,,Aquatic Recreation,Escherichia coli (E.coli),2022,5,,,,,
Edward,Lake or Reservoir,Lake,1998,"Upper Mississippi River, Upper Portion",18-0305-00,"2B, 3C",Crow Wing,07010106,Crow Wing River,,Aquatic Consumption,Mercury in fish tissue,,4A,NE,2008,PRJ07770-001,,
Eighth Crow Wing,Lake or Reservoir,Lake,2010,"Upper Mississippi River, Upper Portion",29-0072-00,"2B, 3C",Hubbard,07010106,Crow Wing River,,Aquatic Consumption,Mercury in fish tissue,,4A,NE,2010,PRJ07770-001,,
Eighth Crow Wing,Lake or Reservoir,Lake,2006,"Upper Mississippi River, Upper Portion",29-0072-00,"2B, 3C",Hubbard,07010106,Crow Wing River,,Aquatic Recreation,Nutrients,,4A,,2014,PRJ07651-001,,
Eleventh Crow Wing (East),Lake or Reservoir,Lake,2002,"Upper Mississippi River, Upper Portion",29-0036-02,"2B, 3C",Hubbard,07010106,Crow Wing River,,Aquatic Consumption,Mercury in fish tissue,,4A,NE,2008,PRJ07770-001,,
Eleventh Crow Wing (Main),Lake or Reservoir,Lake,2002,"Upper Mississippi River, Upper Portion",29-0036-01,"2B, 3C",Hubbard,07010106,Crow Wing River,,Aquatic Consumption,Mercury in fish tissue,,4A,NE,2008,PRJ07770-001,,
Elizabeth (Main Lake),Lake or Reservoir,Lake,1998,"Upper Mississippi River, Upper Portion",34-0022-02,"2B, 3C",Kandiyohi,07010205,South Fork Crow River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2008,PRJ07770-001,,
Elk,Lake or Reservoir,Lake,1998,"Upper Mississippi River, Upper Portion",15-0010-00,"2B, 3C",Clearwater,07010101,Mississippi River - Headwaters,,Aquatic Consumption,Mercury in fish tissue,,4A,NE,2007,PRJ07770-001,,
Elk,Lake or Reservoir,Lake,2012,"Upper Mississippi River, Upper Portion",71-0055-00,"2B, 3C",Sherburne,07010203,Mississippi River - St. Cloud,,Aquatic Recreation,Nutrients,2023,5,,,,,
Elk,Lake or Reservoir,Lake,2008,"Upper Mississippi River, Upper Portion",71-0141-00,"2B, 3C",Sherburne,07010203,Mississippi River - St. Cloud,,Aquatic Recreation,Nutrients,,4A,,2012,PRJ06444-001,,
Elk River,Mayhew Cr to Rice Cr,Stream,2002,"Upper Mississippi River, Upper Portion",07010203-507,"2Bg, 3C",Sherburne,07010203,Mississippi River - St. Cloud,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2007,PRJ07770-001,,
Elk River,Mayhew Cr to Rice Cr,Stream,2012,"Upper Mississippi River, Upper Portion",07010203-507,"2Bg, 3C",Sherburne,07010203,Mississippi River - St. Cloud,,Aquatic Recreation,Escherichia coli (E.coli),2023,5,,,,,
Elk River,Headwaters to Mayhew Cr,Stream,2002,"Upper Mississippi River, Upper Portion",07010203-508,"2Bg, 3C",Benton,07010203,Mississippi River - St. Cloud,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2007,PRJ07770-001,,
Elk River,Headwaters to Mayhew Cr,Stream,2012,"Upper Mississippi River, Upper Portion",07010203-508,"2Bg, 3C",Benton,07010203,Mississippi River - St. Cloud,,Aquatic Life,Benthic macroinvertebrates bioassessments,2023,5,,,,,
Elk River,Headwaters to Mayhew Cr,Stream,2012,"Upper Mississippi River, Upper Portion",07010203-508,"2Bg, 3C",Benton,07010203,Mississippi River - St. Cloud,,Aquatic Life,Fish bioassessments,2023,5,,,,,
Elk River,Headwaters to Mayhew Cr,Stream,2012,"Upper Mississippi River, Upper Portion",07010203-508,"2Bg, 3C",Benton,07010203,Mississippi River - St. Cloud,,Aquatic Recreation,Escherichia coli (E.coli),2023,5,,,,,
Elk River,Orono Lk to Mississippi R,Stream,2004,"Upper Mississippi River, Upper Portion",07010203-525,"2Bg, 3C",Sherburne,07010203,Mississippi River - St. Cloud,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2007,PRJ07770-001,,
Elk River,St Francis R to Orono Lk,Stream,2002,"Upper Mississippi River, Upper Portion",07010203-548,"2Bg, 3C",Sherburne,07010203,Mississippi River - St. Cloud,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2007,PRJ07770-001,,
Elk River,St Francis R to Orono Lk,Stream,2012,"Upper Mississippi River, Upper Portion",07010203-548,"2Bg, 3C",Sherburne,07010203,Mississippi River - St. Cloud,,Aquatic Recreation,Escherichia coli (E.coli),2023,5,,,,,
Elk River,Elk Lk to St Francis R,Stream,2002,"Upper Mississippi River, Upper Portion",07010203-579,"2Bg, 3C",Sherburne,07010203,Mississippi River - St. Cloud,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2007,PRJ07770-001,,
Elk River,Elk Lk to St Francis R,Stream,2012,"Upper Mississippi River, Upper Portion",07010203-579,"2Bg, 3C",Sherburne,07010203,Mississippi River - St. Cloud,,Aquatic Life,Fish bioassessments,2023,5,,,,,
Elk River,Elk Lk to St Francis R,Stream,2006,"Upper Mississippi River, Upper Portion",07010203-579,"2Bg, 3C",Sherburne,07010203,Mississippi River - St. Cloud,,Aquatic Life,Turbidity,,4A,,2012,PRJ06444-001,,
Elk River,Elk Lk to St Francis R,Stream,2008,"Upper Mississippi River, Upper Portion",07010203-579,"2Bg, 3C",Sherburne,07010203,Mississippi River - St. Cloud,,Aquatic Recreation,Fecal coliform,,4A,,2012,PRJ06444-001,,
Elk River,Rice Cr to Elk Lk,Stream,2002,"Upper Mississippi River, Upper Portion",07010203-581,"2Bg, 3C",Sherburne,07010203,Mississippi River - St. Cloud,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2007,PRJ07770-001,,
Ellering,Lake or Reservoir,Lake,2012,"Upper Mississippi River, Upper Portion",73-0244-00,"2B, 3C",Stearns,07010202,Sauk River,,Aquatic Recreation,Nutrients,2022,5,,,,,
Elm Creek,Headwaters (Lk Medina 27-0146-00) to Mississippi R,Stream,2014,"Upper Mississippi River, Upper Portion",07010206-508,"2Bg, 3C",Hennepin,07010206,Mississippi River - Twin Cities,,Aquatic Life,Benthic macroinvertebrates bioassessments,,4A,,2017,PRJ06872-001,,
Elm Creek,Headwaters (Lk Medina 27-0146-00) to Mississippi R,Stream,2014,"Upper Mississippi River, Upper Portion",07010206-508,"2Bg, 3C",Hennepin,07010206,Mississippi River - Twin Cities,,Aquatic Life,Chloride,,4A,,2016,PRJ06468-001,,
Elm Creek,Headwaters (Lk Medina 27-0146-00) to Mississippi R,Stream,2004,"Upper Mississippi River, Upper Portion",07010206-508,"2Bg, 3C",Hennepin,07010206,Mississippi River - Twin Cities,,Aquatic Life,Dissolved oxygen,,4A,,2017,PRJ06872-001,,
Elm Creek,Headwaters (Lk Medina 27-0146-00) to Mississippi R,Stream,2014,"Upper Mississippi River, Upper Portion",07010206-508,"2Bg, 3C",Hennepin,07010206,Mississippi River - Twin Cities,,Aquatic Life,Fish bioassessments,,4A,,2017,PRJ06872-001,,
Elm Creek,Headwaters (Lk Medina 27-0146-00) to Mississippi R,Stream,2010,"Upper Mississippi River, Upper Portion",07010206-508,"2Bg, 3C",Hennepin,07010206,Mississippi River - Twin Cities,,Aquatic Recreation,Escherichia coli (E.coli),,4A,,2017,PRJ06872-001,,
Elm Island,Lake or Reservoir,Lake,2010,"Upper Mississippi River, Upper Portion",01-0123-00,"2B, 3C",Aitkin,07010104,Mississippi River - Brainerd,,Aquatic Consumption,Mercury in fish tissue,,4A,NE,2010,PRJ07770-001,,
Elm Island,Lake or Reservoir,Lake,2020,"Upper Mississippi River, Upper Portion",01-0123-00,"2B, 3C",Aitkin,07010104,Mississippi River - Brainerd,,Aquatic Life,Fish bioassessments,2020,5,,,,,
Elm Island,Lake or Reservoir,Lake,2010,"Upper Mississippi River, Upper Portion",01-0123-00,"2B, 3C",Aitkin,07010104,Mississippi River - Brainerd,,Aquatic Recreation,Nutrients,2020,5,,,,,
Emily,Lake or Reservoir,Lake,2016,"Upper Mississippi River, Upper Portion",18-0203-00,"2B, 3C",Crow Wing,07010105,Pine River,,Aquatic Recreation,Nutrients,2026,5,,,,,
Emma,Lake or Reservoir,Lake,2012,"Upper Mississippi River, Upper Portion",86-0188-00,"2B, 3C",Wright,07010204,North Fork Crow River,,Aquatic Recreation,Nutrients,,4A,,2012,PRJ06384-001,,
Erie,Lake or Reservoir,Lake,2016,"Upper Mississippi River, Upper Portion",47-0064-00,"2B, 3C",Meeker,07010204,North Fork Crow River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2018,PRJ07770-001,,
Erie,Lake or Reservoir,Lake,2020,"Upper Mississippi River, Upper Portion",47-0064-00,"2B, 3C",Meeker,07010204,North Fork Crow River,,Aquatic Life,Fish bioassessments,2021,5,,,,,
Esquagamah,Lake or Reservoir,Lake,2010,"Upper Mississippi River, Upper Portion",01-0147-00,"2B, 3C",Aitkin,07010104,Mississippi River - Brainerd,,Aquatic Recreation,Nutrients,2020,5,,,,,
Estes Brook,"-93.7502, 45.7028 to W Br Rum R",Stream,2016,"Upper Mississippi River, Upper Portion",07010207-679,"2Bg, 3C",Mille Lacs,07010207,Rum River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2027,5,,,,,
Estes Brook,"-93.7502, 45.7028 to W Br Rum R",Stream,2016,"Upper Mississippi River, Upper Portion",07010207-679,"2Bg, 3C",Mille Lacs,07010207,Rum River,,Aquatic Recreation,Escherichia coli (E.coli),,4A,,2017,PRJ07625-001,,
Evergreen,Lake or Reservoir,Lake,2016,"Upper Mississippi River, Upper Portion",29-0227-00,"2B, 3C",Hubbard,07010101,Mississippi River - Headwaters,,Aquatic Consumption,Mercury in fish tissue,,4A,NE,2018,PRJ07770-001,,
Fannie,Lake or Reservoir,Lake,2008,"Upper Mississippi River, Upper Portion",30-0043-00,"2B, 3C",Isanti,07010207,Rum River,,Aquatic Recreation,Nutrients,,4A,,2017,PRJ07625-001,,
Farm Island,Lake or Reservoir,Lake,1998,"Upper Mississippi River, Upper Portion",01-0159-00,"2B, 3C",Aitkin,07010104,Mississippi River - Brainerd,,Aquatic Consumption,Mercury in fish tissue,,4A,NE,2008,PRJ07770-001,,
Farnham Creek,Unnamed cr to Crow Wing R,Stream,2006,"Upper Mississippi River, Upper Portion",07010106-522,"2Bg, 3C",Wadena,07010106,Crow Wing River,,Aquatic Life,Benthic macroinvertebrates bioassessments,2024,5,,,,,
Farnham Creek,Unnamed cr to Crow Wing R,Stream,2002,"Upper Mississippi River, Upper Portion",07010106-522,"2Bg, 3C",Wadena,07010106,Crow Wing River,,Aquatic Life,Fish bioassessments,2024,5,,,,,
Farnham Creek,"Unnamed ditch to T136 R32W S21, west line",Stream,2014,"Upper Mississippi River, Upper Portion",07010106-702,"1B, 2Ag, 3B",Cass,07010106,Crow Wing River,,Aquatic Recreation,Escherichia coli (E.coli),,4A,,2014,PRJ07651-001,,
Fawn,Lake or Reservoir,Lake,2020,"Upper Mississippi River, Upper Portion",18-0240-00,"2B, 3C",Crow Wing,07010104,Mississippi River - Brainerd,,Aquatic Recreation,Nutrients,2020,5,,,,,
Fifth Crow Wing,Lake or Reservoir,Lake,2008,"Upper Mississippi River, Upper Portion",29-0092-00,"2B, 3C",Hubbard,07010106,Crow Wing River,,Aquatic Consumption,Mercury in fish tissue,,4A,NE,2008,PRJ07770-001,,
First Crow Wing,Lake or Reservoir,Lake,2006,"Upper Mississippi River, Upper Portion",29-0086-00,"2B, 3C",Hubbard,07010106,Crow Wing River,,Aquatic Recreation,Nutrients,,4A,,2014,PRJ07651-001,,
Fish,Lake or Reservoir,Lake,2010,"Upper Mississippi River, Upper Portion",27-0118-00,"2B, 3C",Hennepin,07010206,Mississippi River - Twin Cities,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2010,PRJ07770-001,,
Fish,Lake or Reservoir,Lake,2008,"Upper Mississippi River, Upper Portion",27-0118-00,"2B, 3C",Hennepin,07010206,Mississippi River - Twin Cities,,Aquatic Recreation,Nutrients,,4A,,2017,PRJ06872-001,,
Fish,Lake or Reservoir,Lake,2012,"Upper Mississippi River, Upper Portion",56-0066-00,"2B, 3C",Otter Tail,07010108,Long Prairie River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2013,PRJ07770-001,,
Fish,Lake or Reservoir,Lake,2014,"Upper Mississippi River, Upper Portion",56-0066-00,"2B, 3C",Otter Tail,07010108,Long Prairie River,,Aquatic Recreation,Nutrients,,4A,,2017,PRJ07662-001,,
Fish,Lake or Reservoir,Lake,2006,"Upper Mississippi River, Upper Portion",82-0137-00,"2B, 3C",Washington,07010206,Mississippi River - Twin Cities,,Aquatic Recreation,Nutrients,2024,5,,,,,
Fish,Lake or Reservoir,Lake,2008,"Upper Mississippi River, Upper Portion",86-0183-00,"2B, 3C",Wright,07010203,Mississippi River - St. Cloud,,Aquatic Recreation,Nutrients,,4A,,2015,PRJ07134-002,,
Fish Creek,Carver Lk to Unnamed (North Star) lk,Stream,2014,"Upper Mississippi River, Upper Portion",07010206-606,"2Bg, 3C",Ramsey,07010206,Mississippi River - Twin Cities,,Aquatic Recreation,Escherichia coli (E.coli),,4A,,2017,PRJ07717-001,,
Fish Hook,Lake or Reservoir,Lake,1998,"Upper Mississippi River, Upper Portion",29-0242-00,"2B, 3C",Hubbard,07010106,Crow Wing River,,Aquatic Consumption,Mercury in fish tissue,,4A,NE,2008,PRJ07770-001,,
Fleming,Lake or Reservoir,Lake,2010,"Upper Mississippi River, Upper Portion",01-0105-00,"2B, 3C",Aitkin,07010104,Mississippi River - Brainerd,,Aquatic Recreation,Nutrients,2020,5,,,,,
Forest,Lake or Reservoir,Lake,2008,"Upper Mississippi River, Upper Portion",27-0139-00,"2B, 3C",Hennepin,07010206,Mississippi River - Twin Cities,,Aquatic Recreation,Nutrients,,4A,,2014,PRJ07791-001,,
Forsythe,Lake or Reservoir,Lake,2002,"Upper Mississippi River, Upper Portion",31-0560-00,"2B, 3C",Itasca,07010101,Mississippi River - Headwaters,,Aquatic Consumption,Mercury in fish tissue,,4A,NE,2007,PRJ07770-001,,
Foster,Lake or Reservoir,Lake,2008,"Upper Mississippi River, Upper Portion",86-0001-00,"2B, 3C",Wright,07010204,North Fork Crow River,,Aquatic Recreation,Nutrients,,4A,,2015,PRJ07722-001,,
Fountain,Lake or Reservoir,Lake,2008,"Upper Mississippi River, Upper Portion",86-0086-00,"2B, 3C",Wright,07010204,North Fork Crow River,,Aquatic Recreation,Nutrients,,4A,,2015,PRJ07722-001,,
Fourth Crow Wing,Lake or Reservoir,Lake,2012,"Upper Mississippi River, Upper Portion",29-0078-00,"2B, 3C",Hubbard,07010106,Crow Wing River,,Aquatic Consumption,Mercury in fish tissue,,4A,SW,2013,PRJ07770-001,,
Francis,Lake or Reservoir,Lake,2016,"Upper Mississippi River, Upper Portion",30-0080-00,"2B, 3C",Isanti,07010207,Rum River,,Aquatic Life,Fish bioassessments,2027,5,,,,,
